Symbol,Date,Open,High,Low,Close,AvgPrice,Volume,Trades,DelivQty,DelivPct
TATAMOTORS,2010-06-10,738.65,762.45,730.0,759.1,0.0,4937054,0,0,0.0
TATAMOTORS,2010-06-11,769.5,772.9,757.65,764.9,0.0,5228081,0,0,0.0
TATAMOTORS,2010-06-14,768.0,772.8,754.15,760.25,0.0,3491480,0,0,0.0
TATAMOTORS,2010-06-15,761.0,769.0,749.4,759.7,0.0,3235535,0,0,0.0
TATAMOTORS,2010-06-16,765.0,788.0,765.0,780.35,0.0,5148565,0,0,0.0
TATAMOTORS,2010-06-17,784.0,805.5,775.0,802.2,0.0,4720955,0,0,0.0
TATAMOTORS,2010-06-18,805.0,812.0,793.0,801.8,0.0,4139966,0,0,0.0
TATAMOTORS,2010-06-21,809.0,823.35,805.1,807.3,0.0,3956173,0,0,0.0
TATAMOTORS,2010-06-22,809.5,809.5,791.6,797.65,0.0,3121526,0,0,0.0
TATAMOTORS,2010-06-23,790.1,806.9,788.05,791.05,0.0,3440271,0,0,0.0
TATAMOTORS,2010-06-24,792.3,797.8,781.75,785.2,0.0,3016736,0,0,0.0
TATAMOTORS,2010-06-25,785.2,789.0,765.75,768.9,0.0,3367733,0,0,0.0
TATAMOTORS,2010-06-28,770.0,793.85,770.0,789.25,0.0,2484706,0,0,0.0
TATAMOTORS,2010-06-29,789.0,789.0,766.5,770.95,0.0,2827895,0,0,0.0
TATAMOTORS,2010-06-30,760.25,781.85,758.8,778.5,0.0,3458935,0,0,0.0
TATAMOTORS,2010-07-01,777.8,780.1,761.15,762.75,0.0,2428943,0,0,0.0
TATAMOTORS,2010-07-02,770.0,775.85,763.0,766.4,0.0,2382202,0,0,0.0
TATAMOTORS,2010-07-05,764.95,779.75,759.1,763.2,0.0,3185605,0,0,0.0
TATAMOTORS,2010-07-06,764.95,771.8,761.0,767.9,0.0,2774349,0,0,0.0
TATAMOTORS,2010-07-07,766.5,769.9,748.4,750.95,0.0,2523759,0,0,0.0
TATAMOTORS,2010-07-08,760.0,766.1,754.65,756.15,0.0,2254969,0,0,0.0
TATAMOTORS,2010-07-09,761.0,772.5,759.0,770.7,0.0,3150062,0,0,0.0
TATAMOTORS,2010-07-12,777.0,793.2,772.3,790.15,0.0,4403212,0,0,0.0
TATAMOTORS,2010-07-13,791.0,804.7,787.55,801.9,0.0,2907202,0,0,0.0
TATAMOTORS,2010-07-14,807.0,814.8,795.0,800.0,0.0,2706581,0,0,0.0
TATAMOTORS,2010-07-15,800.0,812.0,791.0,809.5,0.0,3097080,0,0,0.0
TATAMOTORS,2010-07-16,810.0,835.85,808.95,832.4,0.0,5229287,0,0,0.0
TATAMOTORS,2010-07-19,827.0,833.9,821.15,825.3,0.0,1846759,0,0,0.0
TATAMOTORS,2010-07-20,829.0,833.0,809.0,813.05,0.0,1753304,0,0,0.0
TATAMOTORS,2010-07-21,818.0,825.9,816.4,820.35,0.0,1828912,0,0,0.0
TATAMOTORS,2010-07-22,819.0,840.0,815.0,837.0,0.0,2621538,0,0,0.0
TATAMOTORS,2010-07-23,842.1,846.95,831.4,838.4,0.0,2610976,0,0,0.0
TATAMOTORS,2010-07-26,841.0,841.2,818.1,821.2,0.0,1771276,0,0,0.0
TATAMOTORS,2010-07-27,821.0,847.95,821.0,844.55,0.0,2878161,0,0,0.0
