Symbol,Date,Open,High,Low,Close,AvgPrice,Volume,Trades,DelivQty,DelivPct
AXISBANK,2010-06-10,1239.65,1250.0,1220.25,1248.0,0.0,1363598,0,0,0.0
AXISBANK,2010-06-11,1252.0,1260.15,1238.25,1245.8,0.0,1405607,0,0,0.0
AXISBANK,2010-06-14,1251.0,1262.0,1240.25,1256.5,0.0,613978,0,0,0.0
AXISBANK,2010-06-15,1244.1,1256.5,1230.2,1245.25,0.0,661876,0,0,0.0
AXISBANK,2010-06-16,1250.0,1250.0,1215.1,1220.6,0.0,1357457,0,0,0.0
AXISBANK,2010-06-17,1220.0,1223.0,1191.95,1215.0,0.0,2225281,0,0,0.0
AXISBANK,2010-06-18,1215.0,1227.75,1202.3,1211.5,0.0,2554189,0,0,0.0
AXISBANK,2010-06-21,1220.0,1252.1,1220.0,1247.3,0.0,1405672,0,0,0.0
AXISBANK,2010-06-22,1240.1,1257.9,1231.25,1235.65,0.0,969098,0,0,0.0
AXISBANK,2010-06-23,1225.3,1256.5,1225.3,1249.4,0.0,1076305,0,0,0.0
AXISBANK,2010-06-24,1240.3,1268.5,1240.3,1263.2,0.0,1841464,0,0,0.0
AXISBANK,2010-06-25,1261.0,1277.65,1237.4,1249.1,0.0,1307561,0,0,0.0
AXISBANK,2010-06-28,1251.0,1266.3,1242.0,1261.95,0.0,796613,0,0,0.0
AXISBANK,2010-06-29,1255.1,1259.1,1234.0,1240.65,0.0,1079879,0,0,0.0
AXISBANK,2010-06-30,1225.0,1245.95,1222.1,1242.4,0.0,1430782,0,0,0.0
AXISBANK,2010-07-01,1242.0,1242.0,1215.05,1233.65,0.0,1167934,0,0,0.0
AXISBANK,2010-07-02,1235.0,1248.0,1232.1,1237.2,0.0,485624,0,0,0.0
AXISBANK,2010-07-05,1236.1,1245.0,1225.45,1235.95,0.0,419595,0,0,0.0
AXISBANK,2010-07-06,1240.0,1258.9,1236.0,1253.3,0.0,877356,0,0,0.0
AXISBANK,2010-07-07,1262.0,1262.0,1229.6,1237.05,0.0,864282,0,0,0.0
