Date,Open,High,Low,Close,Volume
2023-10-23,65419.01953125,65453.921875,64502.6796875,64571.87890625,6800.0
2023-10-25,64619.26953125,64787.078125,63912.16015625,64049.05859375,7100.0
2023-10-26,63774.16015625,63774.16015625,63092.98046875,63148.1484375,12900.0
2023-10-27,63559.3203125,63913.12890625,63393.37109375,63782.80078125,12600.0
2023-10-30,63885.55859375,64184.578125,63431.44921875,64112.6484375,5600.0
2023-10-31,64449.6484375,64452.3203125,63812.53125,63874.9296875,15000.0
2023-11-01,63829.87109375,63896.05078125,63550.4609375,63591.328125,6100.0
2023-11-02,64033.3984375,64202.640625,63815.3515625,64080.8984375,6400.0
2023-11-03,64444.8984375,64535.19140625,64275.390625,64363.78125,16100.0
2023-11-06,64835.23046875,64992.5390625,64617.48046875,64958.69140625,8100.0
2023-11-07,65021.2890625,65021.2890625,64638.1015625,64942.3984375,7700.0
2023-11-08,65101.94921875,65124.0,64851.05859375,64975.609375,6400.0
2023-11-09,65025.3203125,65046.55859375,64768.76171875,64832.19921875,11600.0
2023-11-10,64756.109375,65014.05859375,64580.94921875,64904.6796875,11100.0
2023-11-13,65158.30859375,65176.9609375,64853.359375,64933.87109375,7700.0
2023-11-15,65461.5390625,65747.6484375,65373.5,65675.9296875,7500.0
2023-11-16,65665.8671875,66358.3671875,65507.01953125,65982.4765625,11600.0
2023-11-17,65788.7890625,66037.6875,65639.7421875,65794.7265625,10900.0
2023-11-20,65787.5078125,65844.0078125,65547.796875,65655.1484375,7200.0
2023-11-21,65860.4609375,66082.359375,65849.171875,65930.7734375,5400.0
2023-11-22,65839.6171875,66063.4296875,65664.8515625,66023.2421875,4300.0
2023-11-23,66084.3671875,66235.2421875,65980.5,66017.8125,7500.0
2023-11-24,66000.2890625,66101.640625,65894.046875,65970.0390625,10800.0
2023-11-28,66063.71875,66256.203125,65906.6484375,66174.203125,5100.0
2023-11-29,66381.2578125,66946.28125,66374.5234375,66901.90625,8300.0
2023-11-30,66963.203125,67069.890625,66610.3515625,66988.4375,11100.0
2023-12-01,67181.1484375,67564.328125,67149.0703125,67481.1875,21700.0
2023-12-04,68435.34375,68918.21875,68274.46875,68865.1171875,30900.0
2023-12-05,69168.53125,69381.3125,68954.8828125,69296.140625,9600.0
2023-12-06,69534.9296875,69744.6171875,69395.0078125,69653.7265625,10400.0
2023-12-07,69694.1484375,69695.328125,69320.53125,69521.6875,26000.0
2023-12-08,69666.3828125,69893.796875,69506.1171875,69825.6015625,18200.0
2023-12-11,69925.6328125,70057.828125,69782.4765625,69928.53125,12400.0
2023-12-12,70020.6796875,70033.640625,69443.8515625,69551.03125,7000.0
2023-12-13,69648.5625,69657.9296875,69100.5625,69584.6015625,7100.0
2023-12-14,70146.09375,70602.890625,70110.75,70514.203125,12200.0
2023-12-15,70804.1328125,71605.7578125,70655.96875,71483.75,25100.0
2023-12-18,71437.3515625,71552.2421875,71142.2890625,71315.09375,12500.0
2023-12-19,71479.28125,71623.7109375,71071.9765625,71437.1875,8600.0
2023-12-20,71647.65625,71913.0703125,70302.6015625,70506.3125,13200.0
2023-12-21,69920.890625,70958.7109375,69920.390625,70865.1015625,8800.0
2023-12-22,71045.6484375,71259.546875,70713.5625,71106.9609375,15300.0
2023-12-26,71097.78125,71471.2890625,71012.078125,71336.796875,7700.0
2023-12-27,71492.0234375,72119.8515625,71473.6484375,72038.4296875,9800.0
2023-12-28,72262.671875,72484.34375,72137.453125,72410.3828125,7800.0
2023-12-29,72351.59375,72417.0078125,72082.640625,72240.2578125,19800.0
2024-01-02,72332.8515625,72332.8515625,71613.7421875,71892.4765625,300.0
2024-01-03,71832.6171875,71862.0,71303.96875,71356.6015625,13600.0
2024-01-04,71678.9296875,71954.7890625,71546.6015625,71847.5703125,8900.0
2024-01-05,72016.7109375,72156.4765625,71779.828125,72026.1484375,14900.0
2024-01-08,72113.25,72181.7734375,71301.0390625,71355.21875,10900.0
2024-01-09,71770.90625,72035.46875,71307.2734375,71386.2109375,9500.0
2024-01-10,71383.203125,71733.84375,71110.9765625,71657.7109375,9400.0
2024-01-11,71907.75,71999.46875,71543.1875,71721.1796875,7800.0
2024-01-12,72148.0703125,72720.9609375,71982.2890625,72568.453125,20400.0
2024-01-15,73049.8671875,73402.15625,72909.0,73327.9375,16000.0
2024-01-16,73331.953125,73427.59375,72960.2890625,73128.7734375,11200.0
2024-01-17,71998.9296875,72484.796875,71429.296875,71500.7578125,14100.0
2024-01-18,71018.859375,71451.2890625,70665.5,71186.859375,13000.0
2024-01-19,71786.7421875,71895.640625,71542.7421875,71683.2265625,25500.0
2024-01-23,71868.203125,72039.203125,70234.546875,70370.546875,11400.0
2024-01-24,70165.4921875,71149.609375,70001.6015625,71060.3125,15600.0
2024-01-25,71022.1015625,71049.4609375,70319.0390625,70700.671875,36700.0
2024-01-29,70968.1015625,72010.21875,70880.5390625,71941.5703125,13900.0
2024-01-30,72000.203125,72142.2265625,71075.71875,71139.8984375,12900.0
2024-01-31,71073.0390625,71851.390625,70846.0390625,71752.109375,11000.0
2024-02-01,71998.78125,72151.0234375,71574.890625,71645.296875,11500.0
2024-02-02,71977.5625,73089.3984375,71948.7734375,72085.6328125,19400.0
2024-02-05,72269.1171875,72385.9296875,71602.140625,71731.421875,19900.0
2024-02-06,71970.8203125,72261.3984375,71625.1796875,72186.09375,10500.0
2024-02-07,72548.5,72559.2109375,71938.21875,72152.0,12800.0
2024-02-08,72473.421875,72473.421875,71230.6171875,71428.4296875,14500.0
2024-02-09,71410.2890625,71676.4921875,71200.3125,71595.4921875,19000.0
2024-02-12,71722.3125,71756.578125,70922.5703125,71072.4921875,10700.0
2024-02-13,71292.078125,71662.7421875,70924.296875,71555.1875,8100.0
2024-02-14,71035.25,71938.59375,70809.84375,71822.828125,10700.0
2024-02-15,72061.46875,72164.96875,71644.4375,72050.3828125,8200.0
2024-02-16,72406.0234375,72545.328125,72218.1015625,72426.640625,15200.0
2024-02-19,72627.6015625,72881.9296875,72308.6796875,72708.15625,0.0
2024-02-20,72727.8671875,73130.6875,72510.2421875,73057.3984375,7700.0
2024-02-21,73267.4765625,73267.796875,72450.5625,72623.09375,13900.0
2024-02-22,72677.5078125,73256.390625,72081.359375,73158.2421875,9100.0
2024-02-23,73394.4375,73413.9296875,73022.0,73142.796875,11900.0
2024-02-26,73044.8125,73092.2578125,72666.8203125,72790.1328125,7900.0
2024-02-27,72723.53125,73161.296875,72660.1328125,73095.21875,8300.0
2024-02-28,73162.8203125,73223.109375,72222.2890625,72304.8828125,6200.0
2024-02-29,72220.5703125,72730.0,72099.3203125,72500.296875,18600.0
2024-03-01,72606.3125,73819.2109375,72591.140625,73745.3515625,20700.0
2024-03-04,73903.09375,73990.1328125,73747.0078125,73872.2890625,14200.0
2024-03-05,73767.421875,73915.5390625,73412.25,73677.1328125,21200.0
2024-03-06,73587.703125,74151.2734375,73321.4765625,74085.9921875,13300.0
2024-03-07,74242.7421875,74245.171875,73921.4765625,74119.390625,16000.0
2024-03-11,74175.9296875,74187.3515625,73433.90625,73502.640625,9800.0
2024-03-12,73516.421875,74004.15625,73342.1171875,73667.9609375,9600.0
2024-03-13,73993.3984375,74052.75,72515.7109375,72761.890625,452000.0
2024-03-14,72570.1015625,73364.296875,72497.1875,73097.28125,10000.0
2024-03-15,72886.7734375,72998.0703125,72484.8203125,72643.4296875,22300.0
2024-03-18,72587.296875,72985.890625,72314.15625,72748.421875,11000.0
2024-03-19,72462.9375,72490.09375,71933.3515625,72012.046875,38400.0
2024-03-20,72036.859375,72402.671875,71674.421875,72101.6875,8300.0
2024-03-21,72507.359375,72882.4609375,72416.03125,72641.1875,12900.0
2024-03-22,72231.65625,73115.6171875,72172.09375,72831.9375,26100.0
2024-03-26,72396.96875,72705.2890625,72363.03125,72470.296875,30600.0
2024-03-27,72692.15625,73138.7265625,72600.7265625,72996.3125,9400.0
2024-03-28,73149.34375,74190.3125,73120.328125,73651.3515625,14900.0
2024-04-01,73968.6171875,74254.6171875,73909.390625,74014.546875,0.0
2024-04-02,74022.296875,74099.78125,73743.7734375,73903.90625,6300.0
2024-04-03,73757.2265625,74151.2109375,73540.2734375,73876.8203125,7900.0
2024-04-04,74413.8203125,74501.7265625,73485.1171875,74227.6328125,10700.0
2024-04-05,74287.0234375,74361.109375,73946.921875,74248.21875,11300.0
2024-04-08,74555.4375,74869.296875,74410.0703125,74742.5,8300.0
2024-04-09,75124.28125,75124.28125,74603.3671875,74683.703125,41000.0
2024-04-10,74953.9609375,75105.140625,74807.546875,75038.1484375,7100.0
2024-04-12,74889.640625,74951.8828125,74189.3125,74244.8984375,15600.0
2024-04-15,73315.15625,73905.796875,73315.15625,73399.78125,12800.0
2024-04-16,72892.140625,73135.4296875,72685.03125,72943.6796875,9200.0
2024-04-18,73183.1015625,73473.046875,72365.671875,72488.9921875,12400.0
2024-04-19,71999.6484375,73210.171875,71816.4609375,73088.328125,16200.0
2024-04-22,73666.5078125,73767.796875,73227.3203125,73648.6171875,11100.0
2024-04-23,74048.9375,74059.890625,73688.3125,73738.453125,6400.0
2024-04-24,73957.5703125,74121.609375,73788.609375,73852.9375,6600.0
2024-04-25,73572.34375,74571.25,73556.1484375,74339.4375,11800.0
2024-04-26,74509.3125,74515.90625,73616.6484375,73730.15625,13700.0
2024-04-29,73982.75,74721.1484375,73922.34375,74671.28125,9900.0
2024-04-30,74800.890625,75111.390625,74346.3984375,74482.78125,8400.0
2024-05-02,74391.7265625,74812.4296875,74360.6875,74611.109375,18400.0
2024-05-03,75017.8203125,75095.1796875,73467.7265625,73878.1484375,15600.0
2024-05-06,74196.6796875,74359.6875,73786.2890625,73895.5390625,11200.0
2024-05-07,73973.296875,74026.796875,73259.2578125,73511.8515625,7900.0
2024-05-08,73225.0,73684.9296875,73073.921875,73466.390625,6500.0
2024-05-09,73499.4921875,73499.4921875,72334.1796875,72404.171875,9200.0
2024-05-10,72475.453125,72946.5390625,72366.2890625,72664.46875,11000.0
2024-05-13,72476.6484375,72863.5625,71866.0078125,72776.1328125,13900.0
2024-05-14,72696.71875,73286.2578125,72683.9921875,73104.609375,7100.0
2024-05-15,73200.2265625,73301.46875,72822.65625,72987.03125,7700.0
2024-05-16,73338.2421875,73749.46875,72529.96875,73663.71875,9700.0
2024-05-17,73711.3125,74070.84375,73459.796875,73917.03125,11900.0
2024-05-21,73842.9609375,74189.1875,73762.3671875,73953.3125,11000.0
2024-05-22,74165.5234375,74307.7890625,73860.328125,74221.0625,6200.0
2024-05-23,74253.53125,75499.90625,74158.3515625,75418.0390625,11900.0
2024-05-24,75335.453125,75636.5,75244.21875,75410.390625,10300.0
2024-05-27,75655.4609375,76009.6796875,75175.2734375,75390.5,10200.0
2024-05-28,75585.3984375,75585.3984375,75083.21875,75170.453125,6900.0
2024-05-29,74826.9375,74986.21875,74454.546875,74502.8984375,8200.0
2024-05-30,74365.8828125,74493.546875,73668.7265625,73885.6015625,11800.0
2024-05-31,74208.53125,74478.890625,73765.1484375,73961.3125,19200.0
2024-06-03,76583.2890625,76738.890625,75678.4296875,76468.78125,19300.0
2024-06-04,76285.78125,76300.4609375,70234.4296875,72079.046875,39100.0
2024-06-05,73027.8828125,74534.8203125,71879.4375,74382.2421875,17200.0
2024-06-06,75078.703125,75297.7265625,74474.9375,75074.5078125,13300.0
2024-06-07,75031.7890625,76795.3125,74941.8828125,76693.359375,29000.0
2024-06-10,76935.40625,77079.0390625,76379.7265625,76490.078125,17300.0
2024-06-11,76680.8984375,76860.53125,76296.4375,76456.59375,6700.0
2024-06-12,76679.109375,77050.53125,76533.78125,76606.5703125,9700.0
2024-06-13,77102.046875,77145.4609375,76719.703125,76810.8984375,7500.0
2024-06-14,76912.3828125,77081.296875,76549.046875,76992.7734375,12400.0
2024-06-18,77235.3125,77366.7734375,77071.4375,77301.140625,7400.0
2024-06-19,77543.21875,77851.6328125,76954.8671875,77337.59375,11100.0
2024-06-20,77554.828125,77643.09375,77100.359375,77478.9296875,8700.0
2024-06-21,77729.4765625,77808.453125,76802.0,77209.8984375,23200.0
2024-06-24,76885.6484375,77423.0234375,76745.9375,77341.078125,13900.0
2024-06-25,77529.1875,78164.7109375,77459.6015625,78053.5234375,8800.0
2024-06-26,78094.0234375,78759.3984375,77945.9375,78674.25,8600.0
2024-06-27,78758.671875,79396.03125,78467.34375,79243.1796875,9600.0
2024-06-28,79457.578125,79671.578125,78905.890625,79032.7265625,17200.0
2024-07-01,79043.3515625,79561.0,78971.7890625,79476.1875,0.0
2024-07-02,79840.3671875,79855.8671875,79231.109375,79441.453125,0.0
2024-07-03,80013.7734375,80074.296875,79754.953125,79986.796875,0.0
2024-07-04,80321.7890625,80392.640625,79986.40625,80049.671875,8800.0
2024-07-05,79778.9765625,80149.8671875,79478.9609375,79996.6015625,16200.0
2024-07-08,79915.0,80067.4609375,79731.828125,79960.3828125,14100.0
2024-07-09,80107.2109375,80397.171875,79998.5625,80351.640625,6200.0
2024-07-10,80481.359375,80481.359375,79435.7578125,79924.7734375,9300.0
2024-07-11,80170.09375,80170.09375,79464.3828125,79897.34375,8200.0
2024-07-12,80093.6171875,80893.5078125,79843.390625,80519.34375,18400.0
2024-07-15,80686.5390625,80862.5390625,80556.96875,80664.859375,16200.0
2024-07-16,80731.4921875,80898.296875,80598.0625,80716.546875,8700.0
2024-07-18,80514.25,81522.546875,80390.3671875,81343.4609375,9300.0
2024-07-19,81585.0625,81587.7578125,80499.1015625,80604.6484375,16100.0
2024-07-22,80408.8984375,80800.921875,80100.6484375,80502.078125,11400.0
2024-07-23,80724.296875,80766.40625,79224.3203125,80429.0390625,13100.0
2024-07-24,80343.3828125,80519.578125,79750.5078125,80148.8828125,9900.0
2024-07-25,79542.109375,80143.1015625,79477.828125,80039.796875,9700.0
2024-07-26,80158.5,81427.1796875,80013.6015625,81332.71875,18400.0
2024-07-29,81679.6484375,81908.4296875,81135.90625,81355.84375,19400.0
2024-07-30,81349.28125,81815.2734375,81230.4375,81455.3984375,10800.0
2024-07-31,81655.8984375,81828.0390625,81434.3203125,81741.34375,6900.0
2024-08-01,81949.6796875,82129.4921875,81700.2109375,81867.546875,14500.0
2024-08-02,81158.9921875,81345.6015625,80868.90625,80981.953125,19500.0
2024-08-05,78588.1875,79780.609375,78295.859375,78759.3984375,25100.0
2024-08-06,78981.96875,79852.078125,78496.5703125,78593.0703125,8900.0
2024-08-07,79565.3984375,79639.203125,79106.203125,79468.0078125,8600.0
2024-08-08,79420.4921875,79626.921875,78798.9375,78886.21875,8900.0
2024-08-09,79984.2421875,79984.2421875,79549.09375,79705.90625,8800.0
2024-08-12,79330.1171875,80106.1796875,79226.1328125,79648.921875,10500.0
2024-08-13,79552.5078125,79692.546875,78889.3828125,78956.03125,7400.0
2024-08-14,79065.21875,79228.9375,78895.71875,79105.8828125,10700.0
2024-08-16,79754.8515625,80518.2109375,79306.6875,80436.84375,13100.0
2024-08-19,80680.25,80724.3984375,80332.6484375,80424.6796875,10300.0
2024-08-20,80722.5390625,80942.9609375,80517.953125,80802.859375,6600.0
2024-08-21,80667.25,80952.828125,80626.3828125,80905.296875,5800.0
2024-08-22,81207.2421875,81236.453125,80954.0234375,81053.1875,5800.0
2024-08-23,81165.6484375,81231.4921875,80883.2578125,81086.2109375,10400.0
2024-08-26,81388.2578125,81824.2734375,81278.4375,81698.109375,16200.0
2024-08-27,81815.2265625,81919.109375,81600.5078125,81711.7578125,5700.0
2024-08-28,81779.84375,82039.2578125,81578.3203125,81785.5625,5100.0
2024-08-29,81822.5625,82285.828125,81682.78125,82134.609375,8400.0
2024-08-30,82637.03125,82637.03125,82256.0234375,82365.7734375,10300.0
2024-09-02,82725.28125,82725.28125,82440.9296875,82559.84375,9500.0
2024-09-03,82652.6875,82675.0625,82400.7578125,82555.4375,4300.0
2024-09-04,81845.5,82408.5390625,81833.6875,82352.640625,9100.0
2024-09-05,82469.7890625,82617.4921875,82130.4375,82201.15625,7000.0
2024-09-06,82171.078125,82254.7890625,80981.9296875,81183.9296875,14500.0
2024-09-09,80973.75,81653.359375,80895.046875,81559.5390625,7800.0
2024-09-10,81768.71875,82196.546875,81445.296875,81921.2890625,5600.0
2024-09-11,81928.1171875,82134.953125,81423.140625,81523.15625,7800.0
2024-09-12,81930.1796875,83116.1875,81534.2890625,82962.7109375,8300.0
2024-09-13,83091.546875,83092.9296875,82653.21875,82890.9375,12700.0
2024-09-16,82985.328125,83184.34375,82832.8203125,82988.78125,6900.0
2024-09-17,83084.6328125,83152.40625,82866.6796875,83079.65625,9800.0
2024-09-18,83037.1328125,83326.3828125,82700.6328125,82948.2265625,5100.0
2024-09-19,83359.171875,83773.609375,83071.65625,83184.796875,6600.0
2024-09-20,83603.0390625,84694.4609375,83187.640625,84544.3125,28700.0
2024-09-23,84651.1484375,84980.53125,84607.3828125,84928.609375,11100.0
2024-09-24,84860.7265625,85163.2265625,84716.0703125,84914.0390625,8700.0
2024-09-25,84836.453125,85247.421875,84743.0390625,85169.8671875,13500.0
2024-09-26,85167.5625,85930.4296875,85106.7421875,85836.1171875,9100.0
2024-09-27,85893.84375,85978.25,85474.578125,85571.8515625,9400.0
2024-09-30,85208.7578125,85359.6484375,84257.140625,84299.78125,11000.0
2024-10-01,84257.171875,84648.3984375,84098.9375,84266.2890625,6000.0
2024-10-03,83002.09375,83752.8125,82434.0234375,82497.1015625,19700.0
2024-10-04,82244.25,83368.3203125,81532.6796875,81688.453125,19200.0
2024-10-07,81926.9921875,82137.7734375,80726.0625,81050.0,17700.0
2024-10-08,80826.5625,81763.28125,80813.0703125,81634.8125,7200.0
2024-10-09,81954.578125,82319.2109375,81342.890625,81467.1015625,7500.0
2024-10-10,81832.65625,82002.84375,81538.9375,81611.40625,7600.0
2024-10-11,81478.4921875,81671.3828125,81304.1484375,81381.359375,8700.0
2024-10-14,81576.9296875,82072.171875,81541.203125,81973.046875,7700.0
2024-10-15,82101.859375,82300.4375,81635.5703125,81820.1171875,5500.0
2024-10-16,81646.6015625,81932.1484375,81358.2578125,81501.359375,5600.0
2024-10-17,81758.0703125,81781.3984375,80905.640625,81006.609375,6800.0
2024-10-18,80749.2578125,81391.1484375,80409.25,81224.75,9300.0
2024-10-21,81770.0234375,81770.0234375,80811.2265625,81151.2734375,7600.0
2024-10-22,81155.078125,81504.2421875,80149.53125,80220.71875,5600.0
2024-10-23,79921.1328125,80646.3125,79891.6796875,80081.9765625,6200.0
2024-10-24,80098.296875,80259.8203125,79813.0234375,80065.15625,4800.0
2024-10-25,80187.34375,80253.1875,79137.9765625,79402.2890625,13900.0
2024-10-28,79653.671875,80539.8125,79418.8203125,80005.0390625,10800.0
2024-10-29,80037.203125,80450.4765625,79421.3515625,80369.03125,9600.0
2024-10-30,80237.8515625,80435.609375,79821.9921875,79942.1796875,5900.0
2024-10-31,80044.953125,80044.953125,79287.9296875,79389.0625,9300.0
2024-11-01,80023.75,80023.75,79655.546875,79724.1171875,2300.0
2024-11-04,79713.140625,79713.140625,78232.6015625,78782.2421875,9500.0
2024-11-05,78542.15625,79523.1328125,78296.703125,79476.6328125,8600.0
2024-11-06,79771.8203125,80569.7265625,79459.1171875,80378.1328125,20200.0
2024-11-07,80563.421875,80563.421875,79419.34375,79541.7890625,8200.0
2024-11-08,79611.8984375,79807.2578125,79117.3671875,79486.3203125,10300.0
2024-11-11,79298.4609375,80102.140625,79001.34375,79496.1484375,16900.0
2024-11-12,79644.953125,79820.9765625,78547.84375,78675.1796875,6400.0
2024-11-13,78495.53125,78690.0234375,77533.296875,77690.953125,7400.0
2024-11-14,77636.9375,78055.5234375,77424.8125,77580.3125,10100.0
2024-11-18,77863.5390625,77886.96875,76965.0625,77339.0078125,8200.0
2024-11-19,77548.0,78451.6484375,77411.3125,77578.3828125,7200.0
2024-11-21,77711.109375,77711.109375,76802.7265625,77155.7890625,8800.0
2024-11-22,77349.7421875,79218.1875,77226.6875,79117.109375,17100.0
2024-11-25,80193.46875,80473.078125,79765.9921875,80109.8515625,14000.0
2024-11-26,80415.46875,80482.359375,79798.671875,80004.0625,10400.0
2024-11-27,80121.03125,80511.1484375,79844.4921875,80234.078125,5700.0
2024-11-28,80281.640625,80447.3984375,78918.921875,79043.7421875,7900.0
2024-11-29,79032.9921875,79923.8984375,79026.1796875,79802.7890625,8900.0
2024-12-02,79743.8671875,80337.8203125,79308.953125,80248.078125,7300.0
2024-12-03,80529.203125,80949.1015625,80244.78125,80845.75,9400.0
2024-12-04,81036.21875,81245.390625,80630.53125,80956.328125,7200.0
2024-12-05,81182.7421875,82317.7421875,80467.3671875,81765.859375,7500.0
2024-12-06,81887.5390625,81925.90625,81506.1875,81709.1171875,8800.0
2024-12-09,81602.578125,81783.28125,81411.546875,81508.4609375,6400.0
2024-12-10,81575.9609375,81726.34375,81182.6875,81510.046875,5600.0
2024-12-11,81568.390625,81742.3671875,81383.421875,81526.140625,6300.0
2024-12-12,81476.7578125,81680.96875,81211.640625,81289.9609375,7800.0
2024-12-13,81212.453125,82213.921875,80082.8203125,82133.1171875,11300.0
2024-12-16,82000.3125,82116.4375,81551.28125,81748.5703125,5200.0
2024-12-17,81511.8125,81613.640625,80612.203125,80684.453125,4900.0
2024-12-18,80666.2578125,80868.0234375,80050.0703125,80182.203125,4700.0
2024-12-19,79029.03125,79516.171875,79020.078125,79218.046875,6500.0
2024-12-20,79335.4765625,79587.1484375,77874.59375,78041.59375,9000.0
2024-12-23,78488.640625,78918.1171875,78189.1875,78540.171875,10300.0
2024-12-24,78707.3671875,78877.359375,78397.7890625,78472.8671875,6200.0
2024-12-26,78557.28125,78898.3671875,78173.3828125,78472.4765625,5600.0
2024-12-27,78607.6171875,79043.1484375,78598.546875,78699.0703125,7700.0
2024-12-30,78637.578125,79092.703125,78077.1328125,78248.1328125,8900.0
2024-12-31,77982.5703125,78305.34375,77560.7890625,78139.0078125,6100.0
2025-01-01,78265.0703125,78756.4921875,77898.296875,78507.40625,5000.0
2025-01-02,78657.5234375,80032.8671875,78542.3671875,79943.7109375,8600.0
2025-01-03,80072.9921875,80072.9921875,79109.7265625,79223.109375,10900.0
2025-01-06,79281.6484375,79532.671875,77781.6171875,77964.9921875,11800.0
2025-01-07,78019.796875,78452.7421875,77925.09375,78199.109375,9400.0
2025-01-08,78319.453125,78319.453125,77486.7890625,78148.4921875,10100.0
2025-01-09,78206.2109375,78206.2109375,77542.921875,77620.2109375,6800.0
2025-01-10,77682.59375,77919.703125,77099.546875,77378.90625,8500.0
2025-01-13,76629.8984375,77128.3515625,76249.71875,76330.0078125,13600.0
2025-01-14,76335.75,76835.609375,76335.75,76499.6328125,16800.0
2025-01-15,76900.140625,76991.046875,76479.703125,76724.078125,12800.0
2025-01-16,77319.5,77319.5,76895.5078125,77042.8203125,8600.0
2025-01-17,77069.1875,77069.1875,76263.2890625,76619.328125,9700.0
2025-01-20,76978.53125,77318.9375,76584.84375,77073.4375,11300.0
2025-01-21,77261.71875,77337.359375,75641.8671875,75838.359375,32900.0
2025-01-22,76114.421875,76463.1328125,75816.5,76404.9921875,16000.0
2025-01-23,76414.5234375,76743.5390625,76202.1171875,76520.3828125,11200.0
2025-01-24,76455.3515625,76985.953125,76091.75,76190.4609375,7800.0
2025-01-27,75700.4296875,75925.71875,75267.59375,75366.171875,9500.0
2025-01-28,75659.0,76512.9609375,75622.8828125,75901.40625,13000.0
2025-01-29,76138.2421875,76599.7265625,75975.796875,76532.9609375,10200.0
2025-01-30,76598.84375,76962.8828125,76401.1328125,76759.8125,18500.0
2025-01-31,76888.890625,77605.9609375,76833.8671875,77500.5703125,12600.0
2025-02-03,77063.9375,77260.3671875,76756.09375,77186.7421875,11400.0
2025-02-04,77687.6015625,78658.59375,77402.3671875,78583.8125,11800.0
2025-02-05,78704.6015625,78735.40625,78216.25,78271.28125,8000.0
2025-02-06,78513.359375,78551.65625,77843.9921875,78058.15625,8000.0
2025-02-07,78119.6015625,78356.9765625,77475.7421875,77860.1875,10900.0
2025-02-10,77789.296875,77849.578125,77106.890625,77311.796875,7000.0
2025-02-11,77384.9765625,77387.28125,76030.59375,76293.6015625,9800.0
2025-02-12,76188.2421875,76459.71875,75388.390625,76171.078125,10400.0
2025-02-13,76201.1015625,76764.53125,76013.4296875,76138.96875,6900.0
2025-02-14,76388.9921875,76483.0625,75439.640625,75939.2109375,9300.0
2025-02-17,75641.40625,76041.9609375,75294.7578125,75996.859375,8100.0
2025-02-18,76073.7109375,76091.6875,75531.0078125,75967.390625,8600.0
2025-02-19,75787.2734375,76338.578125,75581.3828125,75939.1796875,5100.0
2025-02-20,75672.84375,75794.1484375,75463.0078125,75735.9609375,6900.0
2025-02-21,75612.609375,75748.71875,75112.40625,75311.0625,12700.0
2025-02-24,74893.453125,74907.0390625,74387.4375,74454.40625,6400.0
2025-02-25,74440.296875,74785.078125,74400.3671875,74602.1171875,10700.0
