Symbol,Date,Open,High,Low,Close,AvgPrice,Volume,Trades,DelivQty,DelivPct
MARUTI,2010-06-10,1316.0,1349.8,1296.0,1346.15,0.0,910604,0,0,0.0
MARUTI,2010-06-11,1347.0,1364.0,1340.0,1356.65,0.0,733725,0,0,0.0
MARUTI,2010-06-14,1364.0,1367.0,1344.0,1355.45,0.0,245161,0,0,0.0
MARUTI,2010-06-15,1355.0,1359.85,1332.1,1342.9,0.0,316340,0,0,0.0
MARUTI,2010-06-16,1349.0,1369.9,1332.6,1364.45,0.0,616333,0,0,0.0
MARUTI,2010-06-17,1369.0,1387.0,1356.5,1379.75,0.0,428095,0,0,0.0
MARUTI,2010-06-18,1374.7,1383.0,1347.0,1351.15,0.0,557649,0,0,0.0
MARUTI,2010-06-21,1362.0,1383.0,1358.65,1376.25,0.0,312694,0,0,0.0
MARUTI,2010-06-22,1367.5,1380.0,1360.0,1369.05,0.0,235521,0,0,0.0
MARUTI,2010-06-23,1365.0,1414.0,1360.0,1407.35,0.0,860773,0,0,0.0
MARUTI,2010-06-24,1410.0,1416.9,1371.0,1386.95,0.0,1361910,0,0,0.0
MARUTI,2010-06-25,1382.0,1421.9,1376.0,1396.8,0.0,1336002,0,0,0.0
MARUTI,2010-06-28,1398.0,1403.8,1380.35,1394.75,0.0,292395,0,0,0.0
MARUTI,2010-06-29,1390.0,1409.9,1380.25,1388.95,0.0,362725,0,0,0.0
MARUTI,2010-06-30,1370.0,1433.95,1370.0,1423.75,0.0,735102,0,0,0.0
MARUTI,2010-07-01,1424.3,1424.3,1380.0,1400.9,0.0,637323,0,0,0.0
MARUTI,2010-07-02,1400.0,1425.8,1381.0,1415.9,0.0,580326,0,0,0.0
MARUTI,2010-07-05,1415.9,1415.9,1392.2,1396.1,0.0,196977,0,0,0.0
MARUTI,2010-07-06,1396.0,1396.0,1385.0,1392.35,0.0,261295,0,0,0.0
MARUTI,2010-07-07,1392.0,1409.8,1372.25,1380.0,0.0,350245,0,0,0.0
MARUTI,2010-07-08,1392.2,1408.9,1387.9,1403.4,0.0,419025,0,0,0.0
MARUTI,2010-07-09,1400.0,1429.75,1395.0,1424.25,0.0,615302,0,0,0.0
MARUTI,2010-07-12,1435.0,1435.0,1405.8,1409.35,0.0,271217,0,0,0.0
MARUTI,2010-07-13,1415.05,1415.9,1391.05,1409.1,0.0,284452,0,0,0.0
MARUTI,2010-07-14,1417.0,1423.45,1386.6,1393.6,0.0,182512,0,0,0.0
MARUTI,2010-07-15,1415.0,1415.0,1371.0,1375.25,0.0,308916,0,0,0.0
MARUTI,2010-07-16,1372.9,1382.7,1364.0,1374.1,0.0,184121,0,0,0.0
MARUTI,2010-07-19,1335.0,1387.9,1335.0,1363.3,0.0,220018,0,0,0.0
MARUTI,2010-07-20,1395.0,1395.0,1351.1,1358.5,0.0,141510,0,0,0.0
MARUTI,2010-07-21,1369.0,1379.9,1359.1,1362.4,0.0,293180,0,0,0.0
MARUTI,2010-07-22,1379.9,1380.0,1345.25,1354.15,0.0,514174,0,0,0.0
MARUTI,2010-07-23,1365.0,1372.7,1346.3,1358.2,0.0,736077,0,0,0.0
MARUTI,2010-07-26,1302.3,1317.5,1126.85,1191.45,0.0,6485230,0,0,0.0
MARUTI,2010-07-27,1190.0,1239.9,1182.0,1207.5,0.0,4499525,0,0,0.0
MARUTI,2010-07-28,1210.0,1223.7,1200.0,1202.6,0.0,848412,0,0,0.0
MARUTI,2010-07-29,1205.0,1214.45,1190.1,1197.75,0.0,1600687,0,0,0.0
MARUTI,2010-07-30,1199.0,1212.9,1192.55,1198.6,0.0,553516,0,0,0.0
MARUTI,2010-08-02,1211.0,1218.5,1202.2,1209.9,0.0,660849,0,0,0.0
MARUTI,2010-08-03,1223.45,1224.0,1210.05,1213.2,0.0,461037,0,0,0.0
